244	DETTWILLER	67089		0	0	67	42	1	1	7.466603	48.754181	21	4	0	1	5	4	7	0	9	
245	DIEBOLSHEIM	67090		0	0	67	42	1	1	7.662417	48.290479	12	5	0	3	8	5	14	0	7	
246	DIEDENDORF	67091		0	0	67	42	1	1	7.045311	48.879434	20	4	0	1	1	4	30	0	9	
247	DIEFFENBACH-AU-VAL	67092		0	0	67	42	1	1	7.327979	48.314942	32	5	0	3	9	5	37	0	7	
248	DIEFFENBACH-LES-WOERTH	67093		0	0	67	42	1	1	7.779684	48.932164	35	7	0	1	3	2	23	0	4	
249	DIEFFENTHAL	67094		0	0	67	42	1	1	7.418373	48.310095	24	5	0	3	9	5	1	0	7	
250	DIEMERINGEN	67095		0	0	67	42	1	1	7.187113	48.940043	6	4	0	1	1	4	8	0	9	
251	DIMBSTHAL	67096		0	0	67	42	1	1	7.358603	48.672668	13	4	0	1	5	4	7	0	9	
252	DINGSHEIM	67097		0	0	67	42	1	1	7.668837	48.630413	31	6	0	2	6	3	9	0	10	
253	DINSHEIM	67098		0	0	67	42	1	1	7.427131	48.542526	14	3	0	2	7	3	26	0	5	
254	DOMFESSEL	67099		0	0	67	42	1	1	7.151353	48.951465	20	4	0	1	1	4	8	0	9	
255	DONNENHEIM	67100		0	0	67	42	1	1	7.650876	48.717890	5	6	0	1	4	3	3	0	4	
256	DORLISHEIM	67101		0	0	67	42	1	1	7.486250	48.524655	14	3	0	2	7	3	26	0	5	
257	DOSSENHEIM-KOCHERSBERG	67102		0	0	67	42	1	1	7.574082	48.638909	31	6	0	2	6	3	9	0	10	
258	DOSSENHEIM-SUR-ZINSEL	67103		0	0	67	42	1	1	7.402283	48.805717	4	4	0	1	2	4	7	0	9	
259	DRACHENBRONN-BIRLENBACH	67104		0	0	67	42	1	1	7.870046	48.987029	26	7	0	1	3	6	16	0	12	
260	DRULINGEN	67105		0	0	67	42	1	1	7.191985	48.867234	6	4	0	1	1	4	10	0	9	
261	DRUSENHEIM	67106		0	0	67	42	1	1	7.950212	48.764676	3	2	0	1	4	2	-1	0	4	
262	DUNTZENHEIM	67107		0	0	67	42	1	1	7.535213	48.712761	10	6	0	1	5	4	18	0	9	
263	DUPPIGHEIM	67108		0	0	67	42	1	1	7.594787	48.528880	8	6	0	2	6	3	11	0	5	
264	DURNINGEN	67109		0	0	67	42	1	1	7.567639	48.683390	31	6	0	2	5	3	9	0	10	
265	DURRENBACH	67110		0	0	67	42	1	1	7.767994	48.897165	35	7	0	1	4	2	23	0	4	
266	DURSTEL	67111		0	0	67	42	1	1	7.197205	48.891504	6	4	0	1	1	4	10	0	9	
267	DUTTLENHEIM	67112		0	0	67	42	1	1	7.566269	48.524038	14	3	0	2	7	3	11	0	5	
268	EBERBACH-SELTZ	67113		0	0	67	42	1	1	8.067955	48.928901	25	7	0	1	3	6	34	0	12	
269	EBERSHEIM	67115		0	0	67	42	1	1	7.498890	48.304764	24	5	0	3	9	5	35	0	7	
270	EBERSMUNSTER	67116		0	0	67	42	1	1	7.525755	48.310935	24	5	0	3	9	5	35	0	7	
271	ECKARTSWILLER	67117		0	0	67	42	1	1	7.355905	48.766206	21	4	0	1	5	4	31	0	9	
272	ECKBOLSHEIM	67118		0	0	67	42	1	1	7.687039	48.580471	43	6	0	2	6	3	-1	0	10	
